,count,gender,name,probability
825,,,SOSSIJ,
826,,,SOME,
827,,,THOMASF,
828,,,OCFISHERMEN,
829,,,GOTTBUX,
830,9.0,male,JUNO,0.67
831,,,PHYSDUDE,
832,,,UBIQUITIUSER,
833,,,TEJB,
834,,,TIMOATES,
835,49.0,male,MORRIS,1.0
836,224.0,female,AURORA,0.99
837,221.0,male,COLE,0.96
838,,,RUNLONG,
839,,,PARISBILL,
840,1.0,female,MAZA,1.0
841,,,ETMONCUL,
842,,,SLEVSKY,
843,61.0,male,HOANG,0.59
844,,,EDITCHIK,
845,,,TEXW,
846,,,GHTEXAS,
847,,,ENOTOGA,
848,,,HSEEKBLOG,
849,,,SGISSAL,
850,,,SWWONG,
851,,,TRADERBUENO,
852,,,FIZZZLE,
853,,,CNTECHCITY,
854,,,BRADLEYSNIDER,
855,,,TALLSEO,
856,,,CAER,
857,,,FULLCOVERAGE,
858,,,MALTZBERGER,
859,,,RIVERSIDEB,
860,2.0,male,DONELL,1.0
861,,,MNGUY,
862,,,JREMPEL,
863,,,MOSKO,
864,,,BROCKMANN,
865,37.0,female,STARR,0.97
866,,,MISPRICED,
867,,,PENUMATC,
868,,,HPOETSCH,
869,,,MINISMAX,
870,,,FLUMERIDE,
871,687.0,male,ALFREDO,1.0
872,3.0,male,PLAN,1.0
873,,,GINGERKID,
874,,,KEISAIGUY,
875,,,MROPTIONSTRADER,
876,,,CORALA,
877,,,DOGLABMAN,
878,113.0,male,MARIN,0.88
879,,,GENERATION,
880,,,CTANALYST,
881,,,BLACKDOGNAME,
882,,,FLYERS,
883,,,PSFS,
884,,,NOIRBLOOD,
885,,,ONEINFINITELOOP,
886,,,YODAMEISTER,
887,,,WRATH,
888,,,TRISTATE,
889,,,KNOWLEDGAEBLE,
890,,,TRYKTRADING,
891,,,GONDALMAN,
892,,,SEMPEEGTR,
893,,,TRADINGFORDOLLARS,
894,,,MATEIN,
895,,,GENTLEWOMAN,
896,,,MELANIEY,
897,,,EXCONTROLLER,
898,,,HIGHVIEW,
899,,,PWRSELLR,
900,,,REAIITY,
901,,,MELATRON,
902,4.0,male,ROLLO,1.0
903,,,JEFFRYNICK,
904,1.0,male,YANKEE,1.0
905,,,MARKYAR,
906,,,SJGLONDON,
907,,,BRIGANTINE,
908,,,SLUMHUT,
909,,,MYCOMMENT,
910,,,NATEBRIDI,
911,,,CBURG,
912,,,PICKETTMASON,
913,,,JOHNBINTN,
914,,,TIGERPORTFOLIO,
915,,,CAJUNRON,
916,,,ANTIBETA,
917,,,PRUREON,
918,,,ORTHOXPRT,
919,,,DBULLOCK,
920,,,AZBUCO,
921,177.0,female,POOJA,1.0
922,,,TRIPLENICKEL,
923,,,MDCIOARA,
924,,,TORTILLA,
925,3.0,male,ENER,1.0
926,,,JOCCA,
927,1.0,male,RR,1.0
928,,,KEELFOOT,
929,,,DUNCANMCDOWELL,
930,,,TACOOTJE,
931,,,LIVONIA,
932,,,YOYOYO,
933,,,MECKSTROTH,
934,,,SCHERF,
935,,,IOTTMCO,
936,,,COFFEEPEOPLEDRINKER,
937,,,SAUCYNOODLE,
938,,,SDIEGO,
939,,,IAMALLINVISA,
940,8.0,male,THORE,1.0
941,,,MRCOFFEE,
942,,,JHAVERI,
943,,,AVITREVES,
944,2.0,female,ABISH,0.5
945,,,GWELO,
946,,,DEKSTAR,
947,,,FRIDAYSHOW,
948,,,BRAXTONCOMER,
949,,,SCHOLESY,
950,,,MSERRUR,
951,,,VERIDICUS,
952,,,GORDONX,
953,,,RECINVESTMENTS,
954,,,COMEINVESTWITHME,
955,15.0,male,COSMO,0.73
956,,,MICHAELFRIED,
957,,,CONTRARIETY,
958,,,MBHUDSON,
959,,,CHARACTERCOUNTS,
960,,,ARCANUMZ,
961,,,FALCONCRAIG,
962,1.0,male,GHILLO,1.0
963,1.0,male,ANTOIN,1.0
964,,,TIGRRR,
965,,,YLLET,
966,,,XJOHNSON,
967,,,BOGTALK,
968,,,JOELLEVIC,
969,11.0,male,ADIB,1.0
970,,,STORMINORMAN,
971,,,CHARIKA,
972,,,JLUISHDEZT,
973,,,ALCABBIE,
974,,,REASONABLEREVIEW,
975,,,TBONIDY,
976,,,AKESARWANI,
977,,,WALLBUSTER,
978,,,BNAKAMOTO,
979,,,THRILLIAMS,
980,,,GRENOWOODS,
981,,,CACHRY,
982,43.0,female,RESHMA,0.98
983,,,MRSQUIGGLES,
984,,,BRIONBEE,
985,,,COOPERBOONE,
986,,,HUMPITY,
987,,,MARVO,
988,,,JIMITEE,
989,878.0,female,CELINE,1.0
990,,,SKIPY,
991,,,MCVAND,
992,3.0,female,TULA,0.67
993,47.0,male,ARCHIE,0.94
994,,,TECHGIANT,
995,,,JOESGSK,
996,1.0,male,BNB,1.0
997,,,NEONTYPER,
998,,,BARNSTEEN,
999,,,CMNSNSE,
0,,,JMUHDRX,
1,,,PRIAPISM,
2,,,BIGBEVO,
3,,,SWAAHAA,
4,,,NGRIGORIEV,
5,,,TWINCREST,
6,,,COMMANDER,
7,,,KOSHIEN,
8,,,LIGHTPEAK,
9,,,JWATHOME,
10,,,FLUNKIEJUNKIE,
11,,,CORALVIEW,
12,,,ISEEUCLEARLY,
13,,,PARANOIDINVESTOR,
14,19.0,male,LORD,0.95
15,,,DREAMWEAVERS,
16,,,DEADJAWA,
17,,,SACSHARK,
18,,,TAHOEMIKE,
19,,,CONFOUNDED,
20,,,WMAINOUS,
21,,,MASHMAROI,
22,,,FINEST,
23,,,CONTRALIAN,
24,,,JEEZ,
25,,,RSQUAREDZ,
26,,,DIVIDENDINVESTORLA,
27,,,ALASHAGRA,
28,,,UCANTFIXSTUPID,
29,,,VALUEINVESTORSWIN,
30,,,TKENNICK,
31,,,DRUMPOINT,
32,1378.0,female,TAMMY,1.0
33,,,EQUITYGROUPS,
34,,,ICEMANDIOS,
35,,,CROWDOFCHEERLEADERS,
36,,,DATRUTHJACK,
37,,,BAKKBAKK,
38,,,HSWISEMAN,
39,42.0,male,WARD,0.88
40,,,HKINVEST,
41,,,VAGABONDO,
42,,,DOKEVJAS,
43,,,VALFITZANDREW,
44,,,IRVCANTOR,
45,4.0,female,FII,0.75
46,5.0,male,PRIMO,1.0
47,,,FISHRDUDE,
48,,,FREDRAKET,
49,,,BATANENA,
50,,,DIVIHOUND,
51,,,BEINGRAMIT,
52,,,SOWSEDUCER,
53,,,ARNEOST,
54,,,OOPSYDOODLE,
55,2.0,female,TATS,0.5
56,,,AMBITION,
57,,,JPRICE,
58,,,GOBAX,
59,,,SEATTLESLUE,
60,,,MSALIBUN,
61,1.0,female,MTRA,1.0
62,,,ZINTIPS,
63,,,MDALLENSR,
64,,,NEATOBANDITO,
65,,,HERKEA,
66,,,LKIRKII,
67,,,JVV,
68,,,LINGESH,
69,,,VVMVVMVV,
70,,,CRESTON,
71,,,MCOLI,
72,,,OLDEAGLE,
73,,,ANNEINTX,
74,,,DOCVLL,
75,,,ONEINTHEKNOW,
76,,,ALEXROMAN,
77,,,SATCHELPN,
78,,,BORHANI,
79,,,CHRISPETERSINC,
80,3.0,male,BASKARAN,1.0
81,,,SHARKDUDE,
82,,,UNLIKE,
83,,,SUNNYLIT,
84,,,GAMBITX,
85,,,IFALCON,
86,,,THEGREATANT,
87,,,ARTSON,
88,,,DOWNNOTOUT,
89,,,BIGGRAPE,
90,,,PAFSR,
91,,,VRAYKIN,
92,,,WILDSTAR,
93,,,GTRREBEL,
94,,,ZOESZEALOT,
95,,,BONNEEPRASAD,
96,,,DSCHOCK,
97,,,UMUDDAFADDA,
98,,,PABLOMIKE,
99,,,BERKSHIREEE,
100,,,PWSB,
101,9.0,female,NISH,0.56
102,,,JANGERHOFER,
103,,,KATHLYNTOH,
104,,,JOSHGROT,
105,,,GONESKUBA,
106,,,JOJOBELOW,
107,,,FIZIXGEEK,
108,39.0,male,YASH,0.97
109,,,IVALUEGROWTH,
110,,,HJFARNSWORTH,
111,10.0,male,ADAMO,0.9
112,,,PALEO,
113,,,KKATOVIC,
114,,,AYBECKER,
115,,,SPIDEREE,
116,,,CHIAPETZZZZ,
117,,,GFREINVESTOR,
118,,,MINDFUL,
119,,,JIMMYSAYS,
120,,,ITUSER,
121,,,ROPEYARN,
122,,,BLUEPACIFICA,
123,,,LAUGHINGPHILOSOPHER,
124,,,TENCHE,
125,,,DAVADHYLL,
126,,,MTECH,
127,,,MRMULLALY,
128,,,CHEESEPEP,
129,,,KNOLLY,
130,,,TCHIPWORKS,
131,,,HARKKE,
132,,,OSALTECCINO,
133,,,PINGVIN,
134,,,WROBS,
135,,,DEDICATEDINVESTOR,
136,,,CHILICHEF,
137,,,DANIELCRUMMETT,
138,,,HUMPS,
139,,,DALRYMPLE,
140,,,JOLYCHALY,
141,236.0,male,BLAIR,0.67
142,,,PURSANG,
143,,,SEEKINGALFALFA,
144,,,PAULSTR,
145,,,CAPTAINCAPITALIST,
146,11.0,male,BERNY,0.64
147,,,CFOSEARCH,
148,,,TRIFENDEL,
149,,,BENMAYER,
150,,,ARISTOTAL,
151,,,SHIBLEYB,
152,,,JOEGIO,
153,,,ZOINGY,
154,,,ARCHARNOLD,
155,,,MITYC,
156,,,ERNIEWERNER,
157,,,ARNMIT,
158,,,MORONGOBILL,
159,,,FASTMONEYTRADER,
160,,,GLAMOROUS,
161,,,OKTHEN,
162,,,IRC,
163,,,BSANTCLI,
164,,,DRAGONMIKE,
165,,,ATEROSIN,
166,,,GRAYRAY,
167,,,BYEESAN,
168,,,KURTZELLNER,
169,,,EYESONU,
170,,,YRAGCA,
171,,,MOMENTUMMIKE,
172,,,GILBI,
173,,,MALASPINA,
174,,,CHASL,
175,,,MLOFFREDO,
176,,,TERIYAKI,
177,,,SISSYTHECLOWN,
178,,,COSCON,
179,,,TRASH,
180,,,RNAODYSSEY,
181,,,TRAMPOLINE,
182,,,TONBAR,
183,,,SMBASSETT,
184,2.0,male,DEST,1.0
185,,,MFMAUCERI,
186,,,GAMMA,
187,,,MVANDENBROEK,
188,1.0,male,MGD,1.0
189,,,RISKANDDECISION,
190,,,POSTTWEETISM,
191,,,CWALDENJ,
192,,,BAYJRJ,
193,,,CLEARCHOICE,
194,,,MAUNEEL,
195,,,SMYTHBUILT,
196,,,TREXALPHA,
197,,,TADOUSSAC,
198,,,JAVKOZA,
199,,,YFP,
200,,,KCGROSS,
201,,,JOSUGAR,
202,,,JRNOVOTN,
203,,,IZACMANN,
204,,,SPONSORED,
205,2.0,female,DONNIS,1.0
206,,,GRAHAMPINK,
207,166.0,female,LAUREL,1.0
208,429.0,male,LUIGI,1.0
209,,,KENTYE,
210,,,VITTORIOABR,
211,,,OLEH,
212,,,DWARVESDEN,
213,,,LARGECAPTRADER,
214,,,STOLEN,
215,,,JOHNBARLEYCORN,
216,,,WATERMAN,
217,,,JIMNOWAK,
218,,,NOTCOURAGE,
219,,,NACKNOUCK,
220,,,GONFISHUN,
221,,,BINGOB,
222,3.0,male,WERTHER,1.0
223,,,MJDIBELLA,
224,,,UBINPOKHAREL,
225,,,PREFER,
226,,,WHODEYER,
227,,,CHERPIN,
228,,,THISISME,
229,,,AJILLDOGS,
230,,,CORYRASZ,
231,,,JCONGER,
232,1.0,female,YESMAN,1.0
233,,,RFROMAGE,
234,,,CASHINCHECKS,
235,,,COWELL,
236,,,KCLOWLIFE,
237,,,TIBIALEXPERT,
238,,,SLF,
239,,,PADY,
240,,,CLIFFBAY,
241,,,JJMTPROSPECT,
242,,,SALACIOUS,
243,,,SHASHNANDA,
244,,,NOVACRE,
245,,,RICKYBELL,
246,,,GUIZINHO,
247,14.0,male,YORAM,1.0
248,,,VEGGIELIGHT,
249,,,CAMBODINE,
250,,,JOHNRIMM,
251,,,JGEB,
252,,,MICHALEKBROTHERS,
253,,,COLLINFA,
254,,,HOPENOTASTRATEGY,
255,,,XPAN,
256,,,REXYZ,
257,2.0,female,JIMBEL,0.5
258,,,HLUTHER,
259,1.0,female,HAWKEYE,1.0
260,,,BERKSHIREBOY,
261,,,SATMOJ,
262,,,TAMARHOL,
263,121.0,male,BJ,0.78
264,,,CURREYR,
265,,,ABUCK,
266,,,THATMONEYGUY,
267,,,KEVADAY,
268,,,LOVEQNS,
269,,,ENGLANDERD,
270,,,VINNYFIRE,
271,,,SYNERGYTRADER,
272,,,SHIG,
273,,,LUKVA,
274,,,QUANTEMLEEP,
275,,,RAFOULC,
276,,,RIVENWELL,
277,,,LOSMEZAS,
278,,,XOREPLY,
279,,,BOYEOSHIN,
280,,,PATB,
281,,,WEISBERGS,
282,13.0,female,GERAL,0.85
283,,,DMCTRADESOIL,
284,,,MOYDEGEM,
285,,,YOMONO,
286,,,ALPHAMATHMATICIAN,
287,,,ADVANTAGESEEKER,
288,,,EFACTOR,
289,,,GVIDAL,
290,1.0,male,PUCHE,1.0
291,,,PROSEH,
292,,,PSWEETING,
293,,,INQUIRINGINVESTOR,
294,,,LTECORE,
295,,,GYZMOJO,
296,,,FUTURESMKT,
297,,,RUNNINGFOREVER,
298,,,ROBPRIORE,
299,,,BODILLEY,
300,,,SZABAKA,
301,,,TECHNOINVESTPRO,
302,11.0,female,MORGANA,1.0
303,,,COMPUTERBUM,
304,,,BROADSPECTRUM,
305,,,POWEROPTIONS,
306,,,STOCKPURCHASER,
307,,,INTHEMONEY,
308,,,FOUNDRYONSTOCKS,
309,,,DIKOH,
310,,,KMIRETIRED,
311,,,EXPLADV,
312,,,CHOOSH,
313,,,HACKBARTHS,
314,,,EDMC,
315,,,TOMOFTHENORTH,
316,,,GMERRITHEW,
317,,,BLAIRQ,
318,,,ONGBA,
319,,,CITGO,
320,,,CHAREADER,
321,,,MIKEURL,
322,,,PHILOSOPHERSTONE,
323,,,MAGRINHO,
324,85.0,male,MICKY,0.79
325,,,BPOLAT,
326,,,RSLEZAK,
327,,,SEANANDNAN,
328,,,MARINMAVEN,
329,,,DFWGUY,
330,,,MALIBUNATIVEPARTNERS,
331,,,SDAYMOND,
332,19.0,female,SEA,0.74
333,,,BAGGER,
334,,,HEDGEPROFITS,
335,,,MARIVILLALBA,
336,,,JOEBSIB,
337,,,NJSWAMPDRAGON,
338,,,MJB,
339,,,LIPPSTADT,
340,,,RABIDINVESTIOR,
341,,,MEATBALL,
342,,,CBRONCOS,
343,,,LEANHOG,
344,,,THERMOS,
345,,,FXOLEMISS,
346,,,BRING,
347,,,FARRUSCO,
348,,,NICOTHEFRENCHY,
349,,,MAUDDIB,
350,,,STOCKSTANDARD,
351,,,ACCUTRONMAN,
352,,,THOMASCHIECHIE,
353,,,TBSAXTON,
354,,,SHALESHAKER,
355,,,GOAMOFO,
356,,,BUDHERA,
357,,,SMOOTHIEDUDE,
358,,,ARTFULDODGER,
359,,,YIJING,
360,,,SCJCPA,
361,,,SEDCOR,
362,,,WEDJE,
363,,,PROFICIENCY,
364,,,MARILENN,
365,,,BUSTEDBILL,
366,,,JAMMYSAX,
367,,,MIKEX,
368,90.0,female,ANY,0.99
369,2.0,male,REMIL,1.0
370,,,TEDDIS,
371,,,AGDP,
372,,,TKRUZ,
373,,,DBAKERPA,
374,65.0,male,WYATT,1.0
375,,,CYBERY,
376,,,PERMAHOOD,
377,,,THEBOT,
378,,,DEERCREEKVOLS,
379,,,ESPESP,
380,,,BUCKETMASTER,
381,,,MARCT,
382,,,OHCOMEON,
383,,,MKBAXLEY,
384,,,SOLDANR,
385,,,FURY,
386,,,THOMASFXLT,
387,,,CROPPER,
388,1.0,male,HYUNJOONG,1.0
389,49.0,male,PO,0.82
390,,,AVAGADRO,
391,,,WLSCODY,
392,,,KAHNRB,
393,,,ARTHURMILES,
394,,,CGARCHITEKT,
395,,,CJONES,
396,,,DAVIDLPLON,
397,,,VCPNTTP,
398,,,BRAINDOME,
399,,,HANNAHZ,
400,,,SELECTOR,
401,,,RICHARDGRUNDFEST,
402,,,CHARBAX,
403,,,BOOZHWAA,
404,,,JIMMEH,
405,,,STEINY,
406,,,COOKSBAY,
407,,,TOMLINDMARK,
408,,,TIMERANER,
409,,,NICKBELL,
410,,,DRSUPPAN,
411,,,MGOPPERT,
412,,,TLEDDON,
413,,,LONGYELP,
414,,,ANONYMISER,
415,,,NGARUTOA,
416,,,RACOWMAN,
417,,,MYNEWUSERNAME,
418,,,DIGITIZE,
419,,,PLANEMAN,
420,,,BBFLYER,
421,,,DOUBLEU,
422,,,GREASEMONKEY,
423,,,MROUP,
424,,,EXETERGUY,
425,,,ALPOZIN,
426,1.0,female,RESISTANCE,1.0
427,,,AKENDZIO,
428,,,CHAINDROPZ,
429,,,BICYCLE,
430,,,SCRAMBLEDYEGS,
431,,,TASHALB,
432,,,SPARKEY,
433,,,WILMINGTONIAN,
434,4.0,male,TAURUS,0.75
435,,,GUTLER,
436,,,WOODYHERMAN,
437,,,CSARINO,
438,,,BOBBYFOGLE,
439,12.0,male,CHAIM,1.0
440,,,RFSK,
441,,,STEVEAOK,
442,,,TESTOR,
443,,,HOLYWHIPPET,
444,,,DRPDG,
445,,,GOWZO,
446,,,ENERGYSYSTEMS,
447,54.0,male,HAKIM,0.96
448,,,UNWIRED,
449,30.0,male,TAE,0.57
450,,,ZABBER,
451,,,SECODFH,
452,,,BIGWETZTICLES,
453,,,DWOODHOUSE,
454,,,BUBENTHAUSER,
455,6.0,male,EZ,0.67
456,,,DABIGBEAR,
457,,,SALLYCONSUMER,
458,,,KATARRA,
459,,,SHERLOCKJV,
460,,,BERRULES,
461,,,ZIPPYCHIPPY,
462,,,KIMMERIN,
463,,,SODAK,
464,,,WESTKITE,
465,,,MSUMAK,
466,,,MPCOINS,
467,,,ZXTZHANGQIAN,
468,,,PORTHOLE,
469,,,ARNAO,
470,24.0,female,GOLDIE,0.92
471,,,ARORATRADER,
472,,,STJBOOT,
473,,,DERERUSTICA,
474,,,FORESTROW,
475,,,SUNILSABAT,
476,,,MAJEANGLIMRET,
477,6.0,male,TURI,0.83
478,,,TBUCK,
479,,,NOOB,
480,145.0,female,TAL,0.59
481,,,ACEDEBASE,
482,,,GHBADE,
483,,,ASSETMGRSC,
484,,,KBBINVEST,
485,,,NLREITER,
486,57.0,male,SAMAN,0.75
487,,,JUSTFIXIT,
488,,,MILLIONAIRSTOCKPICKER,
489,,,CLYEH,
490,15.0,female,KARUNA,0.87
491,,,ARTURIUS,
492,,,PRAVEENJOGINAPALLY,
493,,,TAOOFPATRICK,
494,,,ABAVETTA,
495,,,BCARPENTIER,
496,,,RICPIN,
497,,,FACTLOVER,
498,,,TIQERLU,
499,,,TORREYBLUFF,
500,,,MRALLISTER,
501,,,CELOOMIS,
502,,,HANBO,
503,,,MAXBELSKI,
504,,,THEOPTIONRIDER,
505,,,STOUP,
506,,,ANDYJEFFREY,
507,,,SEPTHAKA,
508,,,BBUSER,
509,,,CONDEDEOLIVARES,
510,,,RIBARRETT,
511,,,RAITOAVI,
512,,,SBQSAM,
513,,,ROBHGEDDES,
514,,,SUPEROILHUNTER,
515,,,BROOOOO,
516,,,JACCKK,
517,,,EETT,
518,,,FERNANE,
519,,,SGOODWIN,
520,,,THINKSTRAIGHT,
521,,,UBET,
522,,,IHSVCONNIE,
523,,,JACKDENIAL,
524,,,WHOSETHEEDITER,
525,,,CONSHMILLO,
526,,,SUSANMS,
527,,,NGCDTV,
528,,,ENZOS,
529,,,BKONS,
530,,,ETFETF,
531,,,MUNGBEAN,
532,,,OTRTIRESUPPLY,
533,,,LUNCHBUFFET,
534,,,TRUEGOLDILOCKS,
535,,,VOXMENTHE,
536,12.0,male,SEVE,0.67
537,,,MALANG,
538,,,JMBAUGH,
539,,,USVET,
540,,,BANKERBOT,
541,,,SUSANCHEV,
542,1.0,male,GYVER,1.0
543,,,BILLGATESISEVILUS,
544,,,CIBAO,
545,60.0,female,CATE,1.0
546,,,MSJIMMIED,
547,,,RBEL,
548,,,DAVIOUD,
549,,,EDVAARD,
550,,,VASKULA,
551,,,EFFICIENT,
552,,,POLICECARSAM,
553,,,GOOGLIEGUY,
554,,,LUCKYDIET,
555,,,MULLENJL,
556,,,SINEWAVE,
557,,,OURSTANLEY,
558,,,TRIERER,
559,3.0,female,MELISS,1.0
560,,,JMPAWLIK,
561,,,CHRISMCDANIEL,
562,,,IMLAUGHING,
563,,,UWLAW,
564,,,OPPAAAAA,
565,,,TVSSTAFF,
566,,,CITIZENPAT,
567,,,JECOPOWER,
568,,,LALLENJR,
569,,,TRUTHREVEALER,
570,,,BILLIBM,
571,,,MITCHMEMINGER,
572,,,FRANCEENERGY,
573,,,MTANVIR,
574,,,LANEMASON,
575,,,SMITHOFBORNEO,
576,,,DAVIDINTECH,
577,,,ELAURENT,
578,,,ROUNDABOUT,
579,,,VALUEKILMER,
580,,,TIMESUP,
581,,,NINELIVESKAT,
582,,,LEWISDAVIDCOLE,
583,,,DAMRAM,
584,,,ENRIQUESUAVE,
585,,,BINQ,
586,,,RATNAMSUB,
587,,,DBABA,
588,,,KFOODMAN,
589,62.0,male,SAHIL,1.0
590,,,PARFUMEUR,
591,,,ZORBANITE,
592,,,JETSGIRL,
593,,,DAVSTEIN,
594,9.0,male,RUS,0.67
595,,,DASHMAN,
596,,,FIREMAN,
597,,,LUTHERVILLE,
598,,,ANCESTRY,
599,,,GRAUCHO,
600,,,STOCKKITTEN,
601,,,NUWIRE,
602,,,ICEBERGWTQ,
603,,,CACEROLO,
604,,,GILLNOSE,
605,,,FASTCARS,
606,,,FLYERFAN,
607,,,BERRYBERRY,
608,,,WOLFWAYNE,
609,,,TXAGGIE,
610,,,MBERROW,
611,,,PAIDHER,
612,,,MELEKE,
613,,,MWOJNARO,
614,,,ROBMAAG,
615,,,DFINN,
616,,,PVLIFE,
617,,,STOCKPILER,
618,,,KINGOBAMA,
619,,,ZUBUNDA,
620,,,DDJR,
621,,,PRIUSBOB,
622,,,ONGOING,
623,,,JIMANDERS,
624,78.0,male,DORIAN,0.87
625,,,FROHLL,
626,,,MRPRAGMATIC,
627,12.0,male,MAULIK,1.0
628,,,TERRYENGLISH,
629,,,JOHHNYB,
630,,,PRIORAT,
631,,,MSBOB,
632,,,MTNMARK,
633,,,LKROUNER,
634,1.0,male,FORIS,1.0
635,74.0,male,NADEEM,1.0
636,,,NEWBURGH,
637,,,OZINVISTA,
638,,,BBEMIKE,
639,,,BUDDIEBLUE,
640,,,LATAM,
641,1645.0,male,ALEXANDER,1.0
642,,,LASTKNOWNGOOD,
643,,,BRAINDEADBUYSIDE,
644,,,GUTTRUCKJGUTI,
645,,,MKROY,
646,,,FRAGAPUNK,
647,25.0,male,SAD,0.84
648,,,ERICEVERETT,
649,,,JPRADA,
650,,,SHAHARM,
651,,,ENDNOTER,
652,409.0,female,BARB,1.0
653,,,SUNDANCEBIRD,
654,,,FBARBOUR,
655,,,HANDSEL,
656,,,MACDESKTOPS,
657,,,PUNKKA,
658,,,MMILSTEIN,
659,,,THEHAMMER,
660,,,WILLOWSLOVER,
661,,,FOODLOVER,
662,,,ILAG,
663,,,ATNMPG,
664,112.0,male,BURHAN,1.0
665,,,HCCTIM,
666,,,JJHECKARD,
667,,,SIRIUSMALL,
668,,,RUMAZ,
669,,,JOELEJ,
670,,,TORTIZ,
671,,,ARORAK,
672,,,NOTSOSMART,
673,,,STOCKTRADERPETE,
674,,,STOCKATHLETE,
675,,,BREAKFASTBUFFETT,
676,,,BRUTONWM,
677,,,SHASHANKKOTIKE,
678,,,ZEETLLC,
679,,,INTCAOL,
680,21.0,male,SH,0.67
681,,,OSIRISDECAMPO,
682,,,FDEXTER,
683,,,WHOLESALECD,
684,,,MSCHRATTER,
685,,,JROSSJAMS,
686,1.0,male,ASAP,1.0
687,,,TRIVSPY,
688,,,AIRFORCEFOOL,
689,,,MILANROUSSET,
690,,,CARELESS,
691,,,BUSTATRADES,
692,,,ISPANK,
693,,,WATCHINGFROMABOVE,
694,,,PAULSJJ,
695,,,BKRELL,
696,,,SENORDANTE,
697,52.0,female,ANSHU,0.88
698,,,TEDDYG,
699,,,DNHRN,
700,,,COYOTEBAIT,
701,,,ERICJEHMER,
702,,,DISGRUNTLED,
703,,,ROBERTAMI,
704,,,KRICHARD,
705,,,RETAIL,
706,,,KAPILAVASTI,
707,,,SPUDDIDLY,
708,,,AWADERF,
709,,,STOCKGOD,
710,20.0,female,KELL,0.8
711,,,KUNKOMIYA,
712,,,TOMFHAMMER,
713,,,ALANFEUER,
714,670.0,female,YOLANDA,1.0
715,,,OBSERVERE,
716,,,REFRESHINGSODA,
717,,,RFTANNER,
718,,,THEVALUEGUY,
719,,,MTWALLET,
720,,,THEUNKNOWNINVESTOR,
721,,,PJJNOLAN,
722,,,QUINTADAD,
723,,,JHOLAHAN,
724,2.0,male,VYTAS,1.0
725,,,DIFFUSION,
726,,,NIELFIEL,
727,,,TECHJOHN,
728,,,ARAGEE,
729,,,LOABOA,
730,,,SUNCATCHER,
731,,,CNBC,
732,127.0,male,JEFFERSON,1.0
733,,,BRILLOPAD,
734,,,FRENZ,
735,,,GREATMA,
736,,,AMGEN,
737,,,RETIREDIP,
738,,,JVW,
739,,,CAPTJETLAG,
740,,,VTBERT,
741,,,TYSTITES,
742,,,MINER,
743,,,HEADROCK,
744,,,KENPASHA,
745,,,MYFAILSAFE,
746,2.0,male,DAEN,1.0
747,,,CADUJOVNE,
748,,,KTWALRUS,
749,,,TUCKERTIM,
750,,,CUSHMAN,
751,,,THEPROCRASTINATOR,
752,,,RICKMA,
753,,,RETIREDPHARMA,
754,,,EMILYPATTERSON,
755,,,RICARDOALIFERNANDEZ,
756,,,JLCOOP,
757,43.0,male,CK,0.79
758,,,BASMAN,
759,,,THECHALLENGE,
760,,,TREBLIG,
761,,,PATRICIAG,
762,,,BYRDLEGS,
763,,,MURICAN,
764,,,CONSTANTLYAMAZED,
765,,,TODDHANSINK,
766,,,MBASTAR,
767,,,DONROBERTO,
768,,,GEORGEFF,
769,,,URBANACHIEVER,
770,,,THEBROILER,
771,,,EMUZIEK,
772,,,BLUELION,
773,,,AGUMSHOE,
774,,,JIMMYT,
775,,,MODICUM,
776,,,RENGACORP,
777,,,BOBTHEK,
778,,,WINSTONHLNG,
779,,,PUREWATER,
780,,,TVALDEZMD,
781,,,BAKERSTER,
782,,,JAVERT,
783,,,TELLINGSON,
784,,,ROCKNBOB,
785,,,SELFREALIZEDFOOL,
786,,,DELCAPE,
787,17.0,male,KS,1.0
788,,,DJSULLI,
789,,,THEFREEZE,
790,,,TIGGEROOH,
791,,,DAISYFU,
792,,,AWFULLY,
793,,,LIQUORPUKI,
794,,,SERGIORSSOUSA,
795,1.0,male,MKS,1.0
796,,,FGHTON,
797,,,FRANKIETHECAT,
798,,,MIKEEMAGEE,
799,,,JEANLOU,
800,,,REFLEXIVE,
801,,,AVD,
802,,,SIMPLYWINE,
803,,,WYNJOE,
804,,,MYHAPPYTRADING,
805,1.0,male,ROLLING,1.0
806,,,THEREALROB,
807,,,NUCLE,
808,,,RPLATTER,
809,,,SIDIJI,
810,,,CAEHRGUY,
811,,,AUTOPARTGURU,
812,,,THEHUBBLE,
813,,,VVVVVIKING,
814,,,MRCZ,
815,,,PONIESROCK,
816,,,SIGHMONSEZ,
817,,,ANDYBAT,
818,,,RETIREDRX,
819,3.0,male,RK,1.0
820,,,MJRABS,
821,,,OTTMANSION,
822,,,DONINDM,
823,,,SEEKINGOLD,
824,,,ADAMFRASER,
825,5.0,male,ROMAR,1.0
826,1.0,male,MARBLE,1.0
827,,,JRHEINTZ,
828,,,ROCKETSCIENCE,
829,,,PHOSROCKBULL,
830,,,ATTORNEYINMICHIGAN,
831,1.0,male,SUBHOR,1.0
832,,,NANOBOT,
833,,,JOHNMXWELL,
834,,,JOONGIUS,
835,,,MEGABUX,
836,,,CAPTD,
837,,,BHERBER,
838,,,ROGERC,
839,,,BUDDYROW,
